Estoy trabajando en,Dónde estás trabajando,Tipo de contrato,Salario mensual o retiro BRUTO (en tu moneda local),Salario mensual o retiro NETO (en tu moneda local),Pagos en dólares,¿Cuál fue el último valor de dólar que tomaron?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación durante 2020?,¿De qué % fue el ajuste total?,¿En qué mes fue el último ajuste?,Trabajo de,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Plataformas,Lenguajes de programación o tecnologías.,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,Cantidad de personas en tu organización,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,Beneficios extra,¿Salir o seguir contestando?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,¿Salir o seguir contestando?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",¿Salir o seguir contestando?,¿Sufriste o presenciaste situaciones de violencia laboral?,Identidad sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿Salir o seguir contestando?,¿Cómo venís llevando la cuarentena?,¿Tenés hijos/as menores de edad?,¿Con cuántas personas estás conviviendo?,¿Con quiénes convivís?,¿Tenés un espacio dedicado para el trabajo?,¿Tenés que compartir tu equipo de trabajo con alguien?,¿Qué tipo de cuarentena hiciste / estás haciendo?,¿Cambió tu situación laboral a raíz de la pandemia?,¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?,¿Cómo se vio afectada tu empresa/organización?,¿Instauraron algún beneficio nuevo?,Tengo,Me identifico
Argentina,Provincia de Buenos Aires,Full-Time,48192,40000,,,3,3,No,No recibo bono,No,0,0,Developer,2.7,2.7,2.7,2,"Docker, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","Angular, Node.js, React.js, Symfony","MongoDB, MySQL, Redis",Mocha,"Atom, Nano",11-50,Producto basado en Software,9,10,Horarios flexibles,Quiero responder más preguntas,Universitario,En curso,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza,No,No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,3,0,7,Familia de origen (madre/padre/hermanos/as),No,No,4,No,10,"No la afectó, No la afectó pero se le complicó con varios proyectos.",Ninguna de las anteriores,22,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,86400,72000,,,3,4,No,No recibo bono,Tres,60,12,Monitoreo & troubleshooting,5,2,2,2,"Azure, Linux, Mainframe, SAP, VMWare, Windows Server",SQL,SAP,"IBM Db2, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,Ninguno de los anteriores,5001-10000,Otras industrias,10,10,"Capacitaciones y/o cursos, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), cafe y snacks.",Quiero responder más preguntas,Secundario,Completado,Cursos y certificaciones.,ESBA - Escuela Superior Buenos Aires,"Sí, de forma particular",No,No,Quiero responder más preguntas,"Sí, pasiva",0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,No,Quiero responder más preguntas,3,0,1,Pareja,No,Sí,4,No,10,No la afectó,"Almuerzo o delivery de snacks/bebidas (saludables o para after office), Compra de accesorios (escritorio, monitor, teclado, mouse, etc), Pago del transporte para ir a la oficina.",31,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,57000,5200,,,1,1,No,No recibo bono,No,0,12,QA / Tester,8,4.5,4.5,1,Ninguna de las anteriores,"CSS, HTML, Javascript, Python, R, SQL","Bootstrap, Django, Vue.js",MySQL,Ninguna de las anteriores,Visual Studio Code,10001+,Otras industrias,3,1,Horarios flexibles,Quiero responder más preguntas,Universitario,Completado,Prof. Comunicación Social,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En mi trabajo actual,,,,Quiero responder más preguntas,2,0,0,Vivo solo/a,Sí,No,3,Decidí buscar otro trabajo,2,"no fueron humanos en esta época, nos trataron de robots","Ninguna de las anteriores, Voluntariados obligatorios por COVID (como ir a los hoteles con las personas con covid)",29,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Tercerizado (trabajo a través de consultora o agencia),97025,76882,,"84,26",2,1,Un sueldo,Aguinaldo,No,0,0,Developer,3,1,1,0,Ninguna de las anteriores,"C++, Java, SQL",Java plano,Sybase,"Cucumber, JUnit",Eclipse,11-50,Producto basado en Software,10,10,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,540000,,,,4,2,De uno a tres sueldos,Performance de la compañía,Dos,34,12,Manager / Director,34,34,8,700,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,10001+,Otras industrias,9,9,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Licencia de paternidad / maternidad extendida, Viáticos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Varón Cis
Argentina,Mendoza,Full-Time,265000,180000,,,3,3,No,No recibo bono,Tres,27,10,Developer,24,2,2,0,"Docker, Linux","HTML, Javascript, Python, SQL",Django,"Amazon Redshift, MySQL",Postman,"Vim, Visual Studio Code",101-200,Producto basado en Software,8,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Varón Cis
Argentina,GBA,Remoto (empresa de otro país),320000,320000,Cobro en dólares,160,3,2,No,No recibo bono,No,0,0,Technical Leader,15,2,2,0,"Amazon Web Services, Linux","Javascript, PHP","Laravel, Node.js","MariaDB, MySQL",Visual Studio Coded UI,Visual Studio Code,1-10,Producto basado en Software,9,9,Horarios flexibles,Quiero responder más preguntas,Terciario,Completado,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,"Sí, pasiva",0,Bruto,Quiero responder más preguntas,Jamás,Heterosexual,,No,Quiero responder más preguntas,3,3,4,"Pareja, Hijos/as (tiempo completo)",Sí,No,3,No,10,No la afectó,Ninguna de las anteriores,43,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,110000,85000,,,3,1,No,No recibo bono,Dos,15,1,BI Analyst / Data Analyst,10,1,1,0,"Azure, Windows Server","Python, SQL, TypeScript, VBA",TensorFlow,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Ninguna de las anteriores,"IPython / Jupyter, NetBeans, Notepad++, Sublime Text, Visual Studio, Visual Studio Code",501-1000,Servicios / Consultoría de Software / Digital,9,9,"Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",Quiero responder más preguntas,Posgrado,Completado,Ingeniería Industrial,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,Sí,Quiero responder más preguntas,No,0,Bruto,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,46,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,250000,180000,Mi sueldo está dolarizado (pero cobro en moneda local),86,2,1,No,No recibo bono,No,0,0,Consultant,5,1,1,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,6,8,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Telecomunicaciones,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,2,0,1,Hijos/as mayores de 18,Sí,No,3,No,4,"Cerró oficinas, Despidió a algunas personas, Frenaron las contrataciones",Ninguna de las anteriores,58,Varón Cis
Argentina,Córdoba,Full-Time,68900,57187,,,2,2,No,No recibo bono,Uno,5,7,Data Scientist,2,1,1,0,Azure,"Python, R, Scala, SQL",Spark,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,"IPython / Jupyter, RStudio",51-100,Servicios / Consultoría de Software / Digital,5,5,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Posgrado,Incompleto,Ingeniería Industrial,Universidad Nacional Experimental del Tachira,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,3,1,2,"Hijos/as mayores de 18, Hijos/as (tiempo completo)",No,No,3,No,4,No la afectó,Ninguna de las anteriores,40,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,80000,65000,Mi sueldo está dolarizado (pero cobro en moneda local),100,3,3,No,No recibo bono,Más de tres,20,11,QA / Tester,3,0,0,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Microsoft SQL Server,"Jira, Trello",Ninguno de los anteriores,10001+,Servicios / Consultoría de Software / Digital,9,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida",Quiero responder más preguntas,Terciario,En curso,Analista Programador,UAI - Universidad Abierta Interamericana,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,28,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,196500,122000,,,3,4,De uno a tres sueldos,Mix de las anteriores,Más de tres,26,10,Developer,9,9,1,0,"Docker, IBM Cloud / Watson, Linux, OpenShift, Windows Server",".NET, Javascript, SQL","Akka, Node.js","Oracle, Redis","Jest, NUnit, Postman","Vim, Visual Studio, Visual Studio Code",2001-5000,Producto basado en Software,9,10,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,131000,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,15,9,Developer,5,0,0,1,"Azure, Docker, Linux","CSS, Groovy, HTML, Java, Javascript, TypeScript","Angular, Bootstrap, Hibernate, Spring","Microsoft SQL Server, Oracle","Cypress, JUnit, Postman","Eclipse, Notepad++, Visual Studio Code",2001-5000,Servicios / Consultoría de Software / Digital,8,5,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón Cis
El Salvador,,Full-Time,1225,500,Cobro en dólares,,3,3,No,No recibo bono,No,0,11,Developer,5,4,4,2,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,"Visual Studio, Visual Studio Code",2001-5000,Otras industrias,10,10,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Varón Cis
Argentina,Santa Fe,Full-Time,55000,43000,,,2,1,No,No recibo bono,Dos,25,10,SysAdmin / DevOps / SRE,15,3,3,0,Linux,"Bash/Shell, HTML, Javascript, PHP","CodeIgniter, Vue.js",PostgreSQL,Ninguna de las anteriores,"Nano, Visual Studio Code",11-50,Otras industrias,7,10,Capacitaciones y/o cursos,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,330000,212000,,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,30,11,Technical Leader,8,0,0,7,"Amazon Web Services, Docker, Linux, Serverless","CSS, HTML, Javascript, Python, TypeScript","Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL",Jest,"IntelliJ, Sublime Text, Visual Studio Code",5001-10000,Otras industrias,8,9,"Abono de celular, Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Varón Cis
Argentina,Córdoba,Full-Time,54000,45000,,,3,3,No,No recibo bono,Uno,0.2,9,Developer,0,0,0,0,"Docker, Linux",Python,Rasa,PostgreSQL,Postman,Visual Studio Code,11-50,Producto basado en Software,9,9,Clases de idiomas,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,99695,79106,Mi sueldo está dolarizado (pero cobro en moneda local),86.35,3,2,No,No recibo bono,No,0,0,SysAdmin / DevOps / SRE,7,0,0,0,CyberARK,Ninguno de los anteriores,Ninguno de los anteriores,"IBM Db2, Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Ninguno de los anteriores,5001-10000,Otras industrias,7,5,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Varón Cis
Argentina,Provincia de Buenos Aires,Full-Time,208000,150000,,,2,2,Un sueldo,Performance individual,Dos,35,10,Manager / Director,10,9,3,10,Windows Server,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Visual Studio,10001+,Otras industrias,5,10,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Sueldo divido en dos pagos por mes",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Freelance,20000,20000,,,1,1,No,No recibo bono,Uno,30,11,data entry,10,5,5,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1-10,Servicios / Consultoría de Software / Digital,6,3,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,197300,130000,,,2,1,De uno a tres sueldos,Performance de la compañía,Tres,40,9,Architect,9,2,2,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Go, Java, Javascript, Python","Angular, Node.js, Spark, Spring","Amazon DynamoDB, ElasticSearch, Redis",JUnit,"Atom, IntelliJ, Vi, Vim",10001+,Producto basado en Software,8,9,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida, Viáticos",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Sistemas de Información,UNIMET VE,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Quiero responder más preguntas,"Sí, pasiva",0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Ya colaboré lo suficiente,,,,,,,,,,,,30,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,46000,43000,,,4,4,No,Votado por decisión colectiva.,No,0,12,Developer,0,0,0,0,SAP,Javascript,SAP,MySQL,SoapUI,Visual Studio Code,11-50,Producto basado en Software,10,10,"Capacitaciones y/o cursos, Clases de idiomas",Quiero responder más preguntas,Universitario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,No,No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,3,0,2,Familia de origen (madre/padre/hermanos/as),No,No,4,No,10,No la afectó,Ninguna de las anteriores,27,Prefiero no decir
Argentina,Ciudad Autónoma de Buenos Aires,Remoto (empresa de otro país),800000,750000,Cobro en dólares,,3,4,No,No recibo bono,No,0,0,SysAdmin / DevOps / SRE,6,1,1,3,"Azure, Docker, Google Cloud Platform/App Engine, Kubernetes, Linux, Serverless","Bash/Shell, Python",".NET Core, Node.js, Spring","Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, Neo4j",Ninguna de las anteriores,Visual Studio Code,51-100,Servicios / Consultoría de Software / Digital,9,8,Ninguna de las anteriores,Quiero responder más preguntas,Universitario,En curso,Ingeniería en Computación,UADE - Universidad Argentina De la Empresa,"Sí, los pagó un empleador",No,Sí,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,26,Varón Cis
Argentina,Entre Ríos,Full-Time,46000,60000,,,3,2,No,No recibo bono,Más de tres,10,12,SysAdmin / DevOps / SRE,7,7,4,2,"VMWare, Windows Server","Java, Python, SQL","Angular, jQuery, Node.js","Microsoft SQL Server, MySQL",Ninguna de las anteriores,Ninguno de los anteriores,1-10,Otras industrias,9,9,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",Quiero responder más preguntas,Universitario,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,,,,Quiero responder más preguntas,3,0,1,Pareja,Sí,No,3,No,9,Bajaron los sueldos o pagan parte,Ninguna de las anteriores,33,Varón Cis
Argentina,GBA,Full-Time,73900,62200,,,2,2,No,No recibo bono,Uno,23,11,QA / Tester,2,2,2,0,Ninguna de las anteriores,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"PyCharm, Visual Studio Code",201-500,Producto basado en Software,4,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Mujer
Argentina,Mendoza,Full-Time,120150,89000,Mi sueldo está dolarizado (pero cobro en moneda local),87,2,2,No,No recibo bono,Dos,8,12,Manager / Director,6,6,2,3,"Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1-10,Servicios / Consultoría de Software / Digital,8,8,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,507000,327000,,,2,3,No,No recibo bono,Tres,77,9,Technical Leader,5,1,3,4,"Amazon Web Services, Docker","Java, Kotlin, Python, SQL","Spark, Vert.x","Amazon DynamoDB, Amazon RDS/Aurora, MySQL, Redis, Amazon Neptune",Ninguna de las anteriores,"IntelliJ, IPython / Jupyter, PyCharm, Sublime Text, Visual Studio Code",2001-5000,Producto basado en Software,6,8,"Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Hombre
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,94000,75000,,,3,3,No,No recibo bono,Más de tres,20,11,Recruiter / HR,4,1,1,0,SAP,HTML,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,1001-2000,Producto basado en Software,9,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad / maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Mujer Cis
Argentina,Santa Fe,Full-Time,53000,42000,,,1,1,Menos de un sueldo,remuneracion fija,Uno,17,11,SysAdmin / DevOps / SRE,15,15,15,0,Linux,"Javascript, PHP, Python, SQL","jQuery, Node.js, WordPress","MariaDB, MySQL",Ninguna de las anteriores,"Sublime Text, Visual Studio, Visual Studio Code",51-100,Otras industrias,6,5,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,No binarie
Argentina,Provincia de Buenos Aires,Full-Time,75000,69000,,,4,3,Menos de un sueldo,Performance de la compañía,Uno,30,7,Developer,2,1,1,0,"SAP, Windows Server",Javascript,React.js,Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,1-10,Producto basado en Software,6,7,Horarios flexibles,Quiero responder más preguntas,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,No,Sí,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,3,0,2,Familia de origen (madre/padre/hermanos/as),No,No,3,No,9,No la afectó,Ninguna de las anteriores,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,200000,148000,,,2,1,No,No recibo bono,Uno,22,2,Technical Leader,10,2,1,0,"Azure, Docker, Kubernetes, Linux, OpenShift, Serverless",".NET, C#, CSS, Javascript, Python, SQL",".NET Core, Angular, Bootstrap, Flask, jQuery, Node.js, Torch","ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle","Postman, Selenium","IPython / Jupyter, Notepad++, Vim, Visual Studio, Visual Studio Code",2001-5000,Otras industrias,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad / maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Informática,UCEMA,"Sí, los pagó un empleador",Sí,Sí,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,Jamás,Heterosexual,,,Quiero responder más preguntas,4,1,2,"Pareja, Hijos/as (tiempo completo)",Sí,No,3,No,10,Sacaron los beneficios ,Ninguna de las anteriores,36,Varón Cis
Argentina,Tucumán,Full-Time,182000,139000,Mi sueldo está dolarizado (pero cobro en moneda local),,3,3,No,No recibo bono,Dos,30,9,QA / Tester,6,0,6,0,Ninguna de las anteriores,Javascript,Ninguno de los anteriores,Ninguna de las anteriores,"Cucumber, Postman, Selenium","Visual Studio Code, Ninguno de los anteriores",201-500,Servicios / Consultoría de Software / Digital,9,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad / maternidad extendida, Viáticos, Beneficio adicional al de la obra social para la compra de anteojos/gafas anuales",Quiero responder más preguntas,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Quiero responder más preguntas,No,0,Porcentaje de mi sueldo,Quiero responder más preguntas,En un trabajo anterior,Heterosexual,,,Quiero responder más preguntas,3,0,1,Familia de origen (madre/padre/hermanos/as),Sí,No,4,"Cambié de trabajo, pero no por la pandemia",9,No la afectó,"Almuerzo o delivery de snacks/bebidas (saludables o para after office), Clases de yoga",34,Mujer Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,110000,95000,,,1,2,No,No recibo bono,Uno,7,12,Manager / Director,18,16,3,12,"Linux, VMWare, Windows Server","HTML, PHP, Python",Symfony,"MariaDB, Microsoft SQL Server, MongoDB",Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Servicios / Consultoría de Software / Digital,2,2,Ninguna de las anteriores,Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,57000,47000,,,3,4,Menos de un sueldo,Performance individual,Dos,10,10,Developer,1,1,1,0,"Docker, OpenShift","Java, Javascript","Node.js, Spring","Microsoft SQL Server, MongoDB, Redis","Cypress, Jest, JUnit, Postman","IntelliJ, Visual Studio Code",101-200,Servicios / Consultoría de Software / Digital,7,10,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,90000,45000,,,2,2,Un sueldo,Mix de las anteriores,Dos,30,12,Networking,20,15,10,2,"Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, C, CSS, HTML, PHP, Python, SQL","Django, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL, SQLite","PHPUnit, Puppeteer","Vi, Vim",1-10,Servicios / Consultoría de Software / Digital,7,7,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Quiero responder más preguntas,Universitario,En curso,Licenciatura en Administración,UCES - Universidad de Ciencias Empresariales y Sociales,"Sí, de forma particular",Sí,Sí,Quiero responder más preguntas,No,0,Neto,Quiero responder más preguntas,Jamás,¿Qué les importa?,,,Ya colaboré lo suficiente,,,,,,,,,,,,42,Varón Cis
Argentina,Tucumán,Tercerizado (trabajo a través de consultora o agencia),41428,36629,,,1,1,No,No recibo bono,Uno,15,12,QA / Tester,6,6,6,0,"Mainframe, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,4,5,"Clases de idiomas, Horarios flexibles",Ya colaboré lo suficiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Mujer Cis
